legacy_ocms_code,synthetic_project_code,surviving_project_code,reviewed_by,rationale
N24002087,ocms:N24002087,618884,,ocms:N24002087 was minted by the truncated-read run of load-mospi-historical; 618884 is the MoSPI project_code that already carried legacy_ocms_code N24002087
N24002089,ocms:N24002089,618885,,ocms:N24002089 was minted by the truncated-read run of load-mospi-historical; 618885 is the MoSPI project_code that already carried legacy_ocms_code N24002089
N24001687,ocms:N24001687,618887,,ocms:N24001687 was minted by the truncated-read run of load-mospi-historical; 618887 is the MoSPI project_code that already carried legacy_ocms_code N24001687
N24002052,ocms:N24002052,618888,,ocms:N24002052 was minted by the truncated-read run of load-mospi-historical; 618888 is the MoSPI project_code that already carried legacy_ocms_code N24002052
N24001808,ocms:N24001808,618889,,ocms:N24001808 was minted by the truncated-read run of load-mospi-historical; 618889 is the MoSPI project_code that already carried legacy_ocms_code N24001808
N24002051,ocms:N24002051,618890,,ocms:N24002051 was minted by the truncated-read run of load-mospi-historical; 618890 is the MoSPI project_code that already carried legacy_ocms_code N24002051
N24001602,ocms:N24001602,618894,,ocms:N24001602 was minted by the truncated-read run of load-mospi-historical; 618894 is the MoSPI project_code that already carried legacy_ocms_code N24001602
N24001601,ocms:N24001601,618895,,ocms:N24001601 was minted by the truncated-read run of load-mospi-historical; 618895 is the MoSPI project_code that already carried legacy_ocms_code N24001601
N24001680,ocms:N24001680,618896,,ocms:N24001680 was minted by the truncated-read run of load-mospi-historical; 618896 is the MoSPI project_code that already carried legacy_ocms_code N24001680
N24000708,ocms:N24000708,618897,,ocms:N24000708 was minted by the truncated-read run of load-mospi-historical; 618897 is the MoSPI project_code that already carried legacy_ocms_code N24000708
N24000723,ocms:N24000723,618902,,ocms:N24000723 was minted by the truncated-read run of load-mospi-historical; 618902 is the MoSPI project_code that already carried legacy_ocms_code N24000723
N24000187,ocms:N24000187,618904,,ocms:N24000187 was minted by the truncated-read run of load-mospi-historical; 618904 is the MoSPI project_code that already carried legacy_ocms_code N24000187
N24001643,ocms:N24001643,618906,,ocms:N24001643 was minted by the truncated-read run of load-mospi-historical; 618906 is the MoSPI project_code that already carried legacy_ocms_code N24001643
N24002081,ocms:N24002081,618908,,ocms:N24002081 was minted by the truncated-read run of load-mospi-historical; 618908 is the MoSPI project_code that already carried legacy_ocms_code N24002081
N24000788,ocms:N24000788,618909,,ocms:N24000788 was minted by the truncated-read run of load-mospi-historical; 618909 is the MoSPI project_code that already carried legacy_ocms_code N24000788
N24001749,ocms:N24001749,618910,,ocms:N24001749 was minted by the truncated-read run of load-mospi-historical; 618910 is the MoSPI project_code that already carried legacy_ocms_code N24001749
N24002090,ocms:N24002090,618911,,ocms:N24002090 was minted by the truncated-read run of load-mospi-historical; 618911 is the MoSPI project_code that already carried legacy_ocms_code N24002090
N24000739,ocms:N24000739,618913,,ocms:N24000739 was minted by the truncated-read run of load-mospi-historical; 618913 is the MoSPI project_code that already carried legacy_ocms_code N24000739
N24001304,ocms:N24001304,618915,,ocms:N24001304 was minted by the truncated-read run of load-mospi-historical; 618915 is the MoSPI project_code that already carried legacy_ocms_code N24001304
N24001305,ocms:N24001305,618916,,ocms:N24001305 was minted by the truncated-read run of load-mospi-historical; 618916 is the MoSPI project_code that already carried legacy_ocms_code N24001305
N24001984,ocms:N24001984,618919,,ocms:N24001984 was minted by the truncated-read run of load-mospi-historical; 618919 is the MoSPI project_code that already carried legacy_ocms_code N24001984
N24002049,ocms:N24002049,618921,,ocms:N24002049 was minted by the truncated-read run of load-mospi-historical; 618921 is the MoSPI project_code that already carried legacy_ocms_code N24002049
N24001738,ocms:N24001738,618925,,ocms:N24001738 was minted by the truncated-read run of load-mospi-historical; 618925 is the MoSPI project_code that already carried legacy_ocms_code N24001738
N24002093,ocms:N24002093,618928,,ocms:N24002093 was minted by the truncated-read run of load-mospi-historical; 618928 is the MoSPI project_code that already carried legacy_ocms_code N24002093
N24002044,ocms:N24002044,618935,,ocms:N24002044 was minted by the truncated-read run of load-mospi-historical; 618935 is the MoSPI project_code that already carried legacy_ocms_code N24002044
N24001635,ocms:N24001635,618936,,ocms:N24001635 was minted by the truncated-read run of load-mospi-historical; 618936 is the MoSPI project_code that already carried legacy_ocms_code N24001635
N24001799,ocms:N24001799,618937,,ocms:N24001799 was minted by the truncated-read run of load-mospi-historical; 618937 is the MoSPI project_code that already carried legacy_ocms_code N24001799
N24001796,ocms:N24001796,618938,,ocms:N24001796 was minted by the truncated-read run of load-mospi-historical; 618938 is the MoSPI project_code that already carried legacy_ocms_code N24001796
N24001677,ocms:N24001677,618942,,ocms:N24001677 was minted by the truncated-read run of load-mospi-historical; 618942 is the MoSPI project_code that already carried legacy_ocms_code N24001677
N24001522,ocms:N24001522,618945,,ocms:N24001522 was minted by the truncated-read run of load-mospi-historical; 618945 is the MoSPI project_code that already carried legacy_ocms_code N24001522
N24002057,ocms:N24002057,618946,,ocms:N24002057 was minted by the truncated-read run of load-mospi-historical; 618946 is the MoSPI project_code that already carried legacy_ocms_code N24002057
N24001596,ocms:N24001596,618947,,ocms:N24001596 was minted by the truncated-read run of load-mospi-historical; 618947 is the MoSPI project_code that already carried legacy_ocms_code N24001596
N24002055,ocms:N24002055,618949,,ocms:N24002055 was minted by the truncated-read run of load-mospi-historical; 618949 is the MoSPI project_code that already carried legacy_ocms_code N24002055
N24001589,ocms:N24001589,618951,,ocms:N24001589 was minted by the truncated-read run of load-mospi-historical; 618951 is the MoSPI project_code that already carried legacy_ocms_code N24001589
N24000714,ocms:N24000714,618952,,ocms:N24000714 was minted by the truncated-read run of load-mospi-historical; 618952 is the MoSPI project_code that already carried legacy_ocms_code N24000714
N24001371,ocms:N24001371,618953,,ocms:N24001371 was minted by the truncated-read run of load-mospi-historical; 618953 is the MoSPI project_code that already carried legacy_ocms_code N24001371
N24000813,ocms:N24000813,618955,,ocms:N24000813 was minted by the truncated-read run of load-mospi-historical; 618955 is the MoSPI project_code that already carried legacy_ocms_code N24000813
N24002106,ocms:N24002106,618959,,ocms:N24002106 was minted by the truncated-read run of load-mospi-historical; 618959 is the MoSPI project_code that already carried legacy_ocms_code N24002106
N24002105,ocms:N24002105,618960,,ocms:N24002105 was minted by the truncated-read run of load-mospi-historical; 618960 is the MoSPI project_code that already carried legacy_ocms_code N24002105
N24001735,ocms:N24001735,618968,,ocms:N24001735 was minted by the truncated-read run of load-mospi-historical; 618968 is the MoSPI project_code that already carried legacy_ocms_code N24001735
N24001628,ocms:N24001628,618969,,ocms:N24001628 was minted by the truncated-read run of load-mospi-historical; 618969 is the MoSPI project_code that already carried legacy_ocms_code N24001628
N24001734,ocms:N24001734,618970,,ocms:N24001734 was minted by the truncated-read run of load-mospi-historical; 618970 is the MoSPI project_code that already carried legacy_ocms_code N24001734
N24000852,ocms:N24000852,619003,,ocms:N24000852 was minted by the truncated-read run of load-mospi-historical; 619003 is the MoSPI project_code that already carried legacy_ocms_code N24000852
N24002027,ocms:N24002027,619010,,ocms:N24002027 was minted by the truncated-read run of load-mospi-historical; 619010 is the MoSPI project_code that already carried legacy_ocms_code N24002027
N24001396,ocms:N24001396,619038,,ocms:N24001396 was minted by the truncated-read run of load-mospi-historical; 619038 is the MoSPI project_code that already carried legacy_ocms_code N24001396
N24001907,ocms:N24001907,619042,,ocms:N24001907 was minted by the truncated-read run of load-mospi-historical; 619042 is the MoSPI project_code that already carried legacy_ocms_code N24001907
N24000765,ocms:N24000765,619059,,ocms:N24000765 was minted by the truncated-read run of load-mospi-historical; 619059 is the MoSPI project_code that already carried legacy_ocms_code N24000765
N24001557,ocms:N24001557,619063,,ocms:N24001557 was minted by the truncated-read run of load-mospi-historical; 619063 is the MoSPI project_code that already carried legacy_ocms_code N24001557
N24001786,ocms:N24001786,619064,,ocms:N24001786 was minted by the truncated-read run of load-mospi-historical; 619064 is the MoSPI project_code that already carried legacy_ocms_code N24001786
N24001551,ocms:N24001551,619066,,ocms:N24001551 was minted by the truncated-read run of load-mospi-historical; 619066 is the MoSPI project_code that already carried legacy_ocms_code N24001551
N24002048,ocms:N24002048,619068,,ocms:N24002048 was minted by the truncated-read run of load-mospi-historical; 619068 is the MoSPI project_code that already carried legacy_ocms_code N24002048
N24001681,ocms:N24001681,619071,,ocms:N24001681 was minted by the truncated-read run of load-mospi-historical; 619071 is the MoSPI project_code that already carried legacy_ocms_code N24001681
N24001674,ocms:N24001674,619072,,ocms:N24001674 was minted by the truncated-read run of load-mospi-historical; 619072 is the MoSPI project_code that already carried legacy_ocms_code N24001674
N24000726,ocms:N24000726,619078,,ocms:N24000726 was minted by the truncated-read run of load-mospi-historical; 619078 is the MoSPI project_code that already carried legacy_ocms_code N24000726
N24002035,ocms:N24002035,619087,,ocms:N24002035 was minted by the truncated-read run of load-mospi-historical; 619087 is the MoSPI project_code that already carried legacy_ocms_code N24002035
N24001781,ocms:N24001781,619090,,ocms:N24001781 was minted by the truncated-read run of load-mospi-historical; 619090 is the MoSPI project_code that already carried legacy_ocms_code N24001781
N24001694,ocms:N24001694,619094,,ocms:N24001694 was minted by the truncated-read run of load-mospi-historical; 619094 is the MoSPI project_code that already carried legacy_ocms_code N24001694
N24001607,ocms:N24001607,619095,,ocms:N24001607 was minted by the truncated-read run of load-mospi-historical; 619095 is the MoSPI project_code that already carried legacy_ocms_code N24001607
N24000462,ocms:N24000462,619096,,ocms:N24000462 was minted by the truncated-read run of load-mospi-historical; 619096 is the MoSPI project_code that already carried legacy_ocms_code N24000462
N24000784,ocms:N24000784,619098,,ocms:N24000784 was minted by the truncated-read run of load-mospi-historical; 619098 is the MoSPI project_code that already carried legacy_ocms_code N24000784
N24001668,ocms:N24001668,619109,,ocms:N24001668 was minted by the truncated-read run of load-mospi-historical; 619109 is the MoSPI project_code that already carried legacy_ocms_code N24001668
N24000619,ocms:N24000619,619118,,ocms:N24000619 was minted by the truncated-read run of load-mospi-historical; 619118 is the MoSPI project_code that already carried legacy_ocms_code N24000619
N24000715,ocms:N24000715,619119,,ocms:N24000715 was minted by the truncated-read run of load-mospi-historical; 619119 is the MoSPI project_code that already carried legacy_ocms_code N24000715
N24001771,ocms:N24001771,619122,,ocms:N24001771 was minted by the truncated-read run of load-mospi-historical; 619122 is the MoSPI project_code that already carried legacy_ocms_code N24001771
N24002122,ocms:N24002122,619123,,ocms:N24002122 was minted by the truncated-read run of load-mospi-historical; 619123 is the MoSPI project_code that already carried legacy_ocms_code N24002122
N24002124,ocms:N24002124,619124,,ocms:N24002124 was minted by the truncated-read run of load-mospi-historical; 619124 is the MoSPI project_code that already carried legacy_ocms_code N24002124
N24002125,ocms:N24002125,619126,,ocms:N24002125 was minted by the truncated-read run of load-mospi-historical; 619126 is the MoSPI project_code that already carried legacy_ocms_code N24002125
N24001483,ocms:N24001483,619128,,ocms:N24001483 was minted by the truncated-read run of load-mospi-historical; 619128 is the MoSPI project_code that already carried legacy_ocms_code N24001483
N24001721,ocms:N24001721,619129,,ocms:N24001721 was minted by the truncated-read run of load-mospi-historical; 619129 is the MoSPI project_code that already carried legacy_ocms_code N24001721
N24002111,ocms:N24002111,619130,,ocms:N24002111 was minted by the truncated-read run of load-mospi-historical; 619130 is the MoSPI project_code that already carried legacy_ocms_code N24002111
N24000826,ocms:N24000826,619131,,ocms:N24000826 was minted by the truncated-read run of load-mospi-historical; 619131 is the MoSPI project_code that already carried legacy_ocms_code N24000826
N24001774,ocms:N24001774,619132,,ocms:N24001774 was minted by the truncated-read run of load-mospi-historical; 619132 is the MoSPI project_code that already carried legacy_ocms_code N24001774
N24002098,ocms:N24002098,619134,,ocms:N24002098 was minted by the truncated-read run of load-mospi-historical; 619134 is the MoSPI project_code that already carried legacy_ocms_code N24002098
N24001682,ocms:N24001682,619138,,ocms:N24001682 was minted by the truncated-read run of load-mospi-historical; 619138 is the MoSPI project_code that already carried legacy_ocms_code N24001682
N24002033,ocms:N24002033,619141,,ocms:N24002033 was minted by the truncated-read run of load-mospi-historical; 619141 is the MoSPI project_code that already carried legacy_ocms_code N24002033
N24000569,ocms:N24000569,619146,,ocms:N24000569 was minted by the truncated-read run of load-mospi-historical; 619146 is the MoSPI project_code that already carried legacy_ocms_code N24000569
N24001793,ocms:N24001793,619147,,ocms:N24001793 was minted by the truncated-read run of load-mospi-historical; 619147 is the MoSPI project_code that already carried legacy_ocms_code N24001793
N24001495,ocms:N24001495,619149,,ocms:N24001495 was minted by the truncated-read run of load-mospi-historical; 619149 is the MoSPI project_code that already carried legacy_ocms_code N24001495
N24000507,ocms:N24000507,619152,,ocms:N24000507 was minted by the truncated-read run of load-mospi-historical; 619152 is the MoSPI project_code that already carried legacy_ocms_code N24000507
N24001812,ocms:N24001812,619153,,ocms:N24001812 was minted by the truncated-read run of load-mospi-historical; 619153 is the MoSPI project_code that already carried legacy_ocms_code N24001812
N24001526,ocms:N24001526,619155,,ocms:N24001526 was minted by the truncated-read run of load-mospi-historical; 619155 is the MoSPI project_code that already carried legacy_ocms_code N24001526
N24000734,ocms:N24000734,619157,,ocms:N24000734 was minted by the truncated-read run of load-mospi-historical; 619157 is the MoSPI project_code that already carried legacy_ocms_code N24000734
N24000733,ocms:N24000733,619158,,ocms:N24000733 was minted by the truncated-read run of load-mospi-historical; 619158 is the MoSPI project_code that already carried legacy_ocms_code N24000733
N24001753,ocms:N24001753,619162,,ocms:N24001753 was minted by the truncated-read run of load-mospi-historical; 619162 is the MoSPI project_code that already carried legacy_ocms_code N24001753
N24001502,ocms:N24001502,619163,,ocms:N24001502 was minted by the truncated-read run of load-mospi-historical; 619163 is the MoSPI project_code that already carried legacy_ocms_code N24001502
N24001733,ocms:N24001733,619168,,ocms:N24001733 was minted by the truncated-read run of load-mospi-historical; 619168 is the MoSPI project_code that already carried legacy_ocms_code N24001733
N04000082,ocms:N04000082,701101,,ocms:N04000082 was minted by the truncated-read run of load-mospi-historical; 701101 is the MoSPI project_code that already carried legacy_ocms_code N04000082
N04000095,ocms:N04000095,701105,,ocms:N04000095 was minted by the truncated-read run of load-mospi-historical; 701105 is the MoSPI project_code that already carried legacy_ocms_code N04000095
N04000091,ocms:N04000091,701107,,ocms:N04000091 was minted by the truncated-read run of load-mospi-historical; 701107 is the MoSPI project_code that already carried legacy_ocms_code N04000091
N04000103,ocms:N04000103,701121,,ocms:N04000103 was minted by the truncated-read run of load-mospi-historical; 701121 is the MoSPI project_code that already carried legacy_ocms_code N04000103
N04000099,ocms:N04000099,701126,,ocms:N04000099 was minted by the truncated-read run of load-mospi-historical; 701126 is the MoSPI project_code that already carried legacy_ocms_code N04000099
N28000150,ocms:N28000150,701167,,ocms:N28000150 was minted by the truncated-read run of load-mospi-historical; 701167 is the MoSPI project_code that already carried legacy_ocms_code N28000150
N21000031,ocms:N21000031,701171,,ocms:N21000031 was minted by the truncated-read run of load-mospi-historical; 701171 is the MoSPI project_code that already carried legacy_ocms_code N21000031
N21000032,ocms:N21000032,701173,,ocms:N21000032 was minted by the truncated-read run of load-mospi-historical; 701173 is the MoSPI project_code that already carried legacy_ocms_code N21000032
N16000285,ocms:N16000285,701228,,ocms:N16000285 was minted by the truncated-read run of load-mospi-historical; 701228 is the MoSPI project_code that already carried legacy_ocms_code N16000285
N16000386,ocms:N16000386,701324,,ocms:N16000386 was minted by the truncated-read run of load-mospi-historical; 701324 is the MoSPI project_code that already carried legacy_ocms_code N16000386
N16000409,ocms:N16000409,701329,,ocms:N16000409 was minted by the truncated-read run of load-mospi-historical; 701329 is the MoSPI project_code that already carried legacy_ocms_code N16000409
N16000439,ocms:N16000439,701346,,ocms:N16000439 was minted by the truncated-read run of load-mospi-historical; 701346 is the MoSPI project_code that already carried legacy_ocms_code N16000439
N16000394,ocms:N16000394,701349,,ocms:N16000394 was minted by the truncated-read run of load-mospi-historical; 701349 is the MoSPI project_code that already carried legacy_ocms_code N16000394
N16000398,ocms:N16000398,701354,,ocms:N16000398 was minted by the truncated-read run of load-mospi-historical; 701354 is the MoSPI project_code that already carried legacy_ocms_code N16000398
N30000002,ocms:N30000002,701415,,ocms:N30000002 was minted by the truncated-read run of load-mospi-historical; 701415 is the MoSPI project_code that already carried legacy_ocms_code N30000002
N25000072,ocms:N25000072,701565,,ocms:N25000072 was minted by the truncated-read run of load-mospi-historical; 701565 is the MoSPI project_code that already carried legacy_ocms_code N25000072
N28000124,ocms:N28000124,702625,,ocms:N28000124 was minted by the truncated-read run of load-mospi-historical; 702625 is the MoSPI project_code that already carried legacy_ocms_code N28000124
N28000125,ocms:N28000125,702626,,ocms:N28000125 was minted by the truncated-read run of load-mospi-historical; 702626 is the MoSPI project_code that already carried legacy_ocms_code N28000125
N28000145,ocms:N28000145,702629,,ocms:N28000145 was minted by the truncated-read run of load-mospi-historical; 702629 is the MoSPI project_code that already carried legacy_ocms_code N28000145
N28000138,ocms:N28000138,702630,,ocms:N28000138 was minted by the truncated-read run of load-mospi-historical; 702630 is the MoSPI project_code that already carried legacy_ocms_code N28000138
N28000135,ocms:N28000135,702632,,ocms:N28000135 was minted by the truncated-read run of load-mospi-historical; 702632 is the MoSPI project_code that already carried legacy_ocms_code N28000135
N28000058,ocms:N28000058,702635,,ocms:N28000058 was minted by the truncated-read run of load-mospi-historical; 702635 is the MoSPI project_code that already carried legacy_ocms_code N28000058
N28000086,ocms:N28000086,702637,,ocms:N28000086 was minted by the truncated-read run of load-mospi-historical; 702637 is the MoSPI project_code that already carried legacy_ocms_code N28000086
N28000122,ocms:N28000122,702639,,ocms:N28000122 was minted by the truncated-read run of load-mospi-historical; 702639 is the MoSPI project_code that already carried legacy_ocms_code N28000122
220100181,ocms:220100181,705356,,ocms:220100181 was minted by the truncated-read run of load-mospi-historical; 705356 is the MoSPI project_code that already carried legacy_ocms_code 220100181
220100284,ocms:220100284,705358,,ocms:220100284 was minted by the truncated-read run of load-mospi-historical; 705358 is the MoSPI project_code that already carried legacy_ocms_code 220100284
220100328,ocms:220100328,705359,,ocms:220100328 was minted by the truncated-read run of load-mospi-historical; 705359 is the MoSPI project_code that already carried legacy_ocms_code 220100328
220100257,ocms:220100257,705364,,ocms:220100257 was minted by the truncated-read run of load-mospi-historical; 705364 is the MoSPI project_code that already carried legacy_ocms_code 220100257
220100303,ocms:220100303,705366,,ocms:220100303 was minted by the truncated-read run of load-mospi-historical; 705366 is the MoSPI project_code that already carried legacy_ocms_code 220100303
N22000177,ocms:N22000177,705368,,ocms:N22000177 was minted by the truncated-read run of load-mospi-historical; 705368 is the MoSPI project_code that already carried legacy_ocms_code N22000177
N22000476,ocms:N22000476,705373,,ocms:N22000476 was minted by the truncated-read run of load-mospi-historical; 705373 is the MoSPI project_code that already carried legacy_ocms_code N22000476
220100305,ocms:220100305,705375,,ocms:220100305 was minted by the truncated-read run of load-mospi-historical; 705375 is the MoSPI project_code that already carried legacy_ocms_code 220100305
N22000219,ocms:N22000219,705385,,ocms:N22000219 was minted by the truncated-read run of load-mospi-historical; 705385 is the MoSPI project_code that already carried legacy_ocms_code N22000219
220100288,ocms:220100288,705391,,ocms:220100288 was minted by the truncated-read run of load-mospi-historical; 705391 is the MoSPI project_code that already carried legacy_ocms_code 220100288
N22000208,ocms:N22000208,705401,,ocms:N22000208 was minted by the truncated-read run of load-mospi-historical; 705401 is the MoSPI project_code that already carried legacy_ocms_code N22000208
220100188,ocms:220100188,705410,,ocms:220100188 was minted by the truncated-read run of load-mospi-historical; 705410 is the MoSPI project_code that already carried legacy_ocms_code 220100188
N22000148,ocms:N22000148,705419,,ocms:N22000148 was minted by the truncated-read run of load-mospi-historical; 705419 is the MoSPI project_code that already carried legacy_ocms_code N22000148
N22000102,ocms:N22000102,705432,,ocms:N22000102 was minted by the truncated-read run of load-mospi-historical; 705432 is the MoSPI project_code that already carried legacy_ocms_code N22000102
220100265,ocms:220100265,705436,,ocms:220100265 was minted by the truncated-read run of load-mospi-historical; 705436 is the MoSPI project_code that already carried legacy_ocms_code 220100265
N22000032,ocms:N22000032,705437,,ocms:N22000032 was minted by the truncated-read run of load-mospi-historical; 705437 is the MoSPI project_code that already carried legacy_ocms_code N22000032
N22000207,ocms:N22000207,705450,,ocms:N22000207 was minted by the truncated-read run of load-mospi-historical; 705450 is the MoSPI project_code that already carried legacy_ocms_code N22000207
N22000139,ocms:N22000139,705453,,ocms:N22000139 was minted by the truncated-read run of load-mospi-historical; 705453 is the MoSPI project_code that already carried legacy_ocms_code N22000139
N22000138,ocms:N22000138,705454,,ocms:N22000138 was minted by the truncated-read run of load-mospi-historical; 705454 is the MoSPI project_code that already carried legacy_ocms_code N22000138
N22000142,ocms:N22000142,705458,,ocms:N22000142 was minted by the truncated-read run of load-mospi-historical; 705458 is the MoSPI project_code that already carried legacy_ocms_code N22000142
220100232,ocms:220100232,705480,,ocms:220100232 was minted by the truncated-read run of load-mospi-historical; 705480 is the MoSPI project_code that already carried legacy_ocms_code 220100232
220100314,ocms:220100314,705481,,ocms:220100314 was minted by the truncated-read run of load-mospi-historical; 705481 is the MoSPI project_code that already carried legacy_ocms_code 220100314
N22000299,ocms:N22000299,705490,,ocms:N22000299 was minted by the truncated-read run of load-mospi-historical; 705490 is the MoSPI project_code that already carried legacy_ocms_code N22000299
N22000308,ocms:N22000308,705491,,ocms:N22000308 was minted by the truncated-read run of load-mospi-historical; 705491 is the MoSPI project_code that already carried legacy_ocms_code N22000308
N22000279,ocms:N22000279,705494,,ocms:N22000279 was minted by the truncated-read run of load-mospi-historical; 705494 is the MoSPI project_code that already carried legacy_ocms_code N22000279
N22000258,ocms:N22000258,705495,,ocms:N22000258 was minted by the truncated-read run of load-mospi-historical; 705495 is the MoSPI project_code that already carried legacy_ocms_code N22000258
N22000256,ocms:N22000256,705496,,ocms:N22000256 was minted by the truncated-read run of load-mospi-historical; 705496 is the MoSPI project_code that already carried legacy_ocms_code N22000256
N22000233,ocms:N22000233,705498,,ocms:N22000233 was minted by the truncated-read run of load-mospi-historical; 705498 is the MoSPI project_code that already carried legacy_ocms_code N22000233
N22000250,ocms:N22000250,705500,,ocms:N22000250 was minted by the truncated-read run of load-mospi-historical; 705500 is the MoSPI project_code that already carried legacy_ocms_code N22000250
N22000376,ocms:N22000376,705511,,ocms:N22000376 was minted by the truncated-read run of load-mospi-historical; 705511 is the MoSPI project_code that already carried legacy_ocms_code N22000376
N22000377,ocms:N22000377,705512,,ocms:N22000377 was minted by the truncated-read run of load-mospi-historical; 705512 is the MoSPI project_code that already carried legacy_ocms_code N22000377
N22000379,ocms:N22000379,705513,,ocms:N22000379 was minted by the truncated-read run of load-mospi-historical; 705513 is the MoSPI project_code that already carried legacy_ocms_code N22000379
N22000380,ocms:N22000380,705514,,ocms:N22000380 was minted by the truncated-read run of load-mospi-historical; 705514 is the MoSPI project_code that already carried legacy_ocms_code N22000380
N22000381,ocms:N22000381,705515,,ocms:N22000381 was minted by the truncated-read run of load-mospi-historical; 705515 is the MoSPI project_code that already carried legacy_ocms_code N22000381
N22000281,ocms:N22000281,705583,,ocms:N22000281 was minted by the truncated-read run of load-mospi-historical; 705583 is the MoSPI project_code that already carried legacy_ocms_code N22000281
N22000583,ocms:N22000583,705588,,ocms:N22000583 was minted by the truncated-read run of load-mospi-historical; 705588 is the MoSPI project_code that already carried legacy_ocms_code N22000583
N22000496,ocms:N22000496,705598,,ocms:N22000496 was minted by the truncated-read run of load-mospi-historical; 705598 is the MoSPI project_code that already carried legacy_ocms_code N22000496
N22000396,ocms:N22000396,705628,,ocms:N22000396 was minted by the truncated-read run of load-mospi-historical; 705628 is the MoSPI project_code that already carried legacy_ocms_code N22000396
N22000619,ocms:N22000619,705639,,ocms:N22000619 was minted by the truncated-read run of load-mospi-historical; 705639 is the MoSPI project_code that already carried legacy_ocms_code N22000619
N22000297,ocms:N22000297,705650,,ocms:N22000297 was minted by the truncated-read run of load-mospi-historical; 705650 is the MoSPI project_code that already carried legacy_ocms_code N22000297
N22000351,ocms:N22000351,705660,,ocms:N22000351 was minted by the truncated-read run of load-mospi-historical; 705660 is the MoSPI project_code that already carried legacy_ocms_code N22000351
N22000416,ocms:N22000416,705661,,ocms:N22000416 was minted by the truncated-read run of load-mospi-historical; 705661 is the MoSPI project_code that already carried legacy_ocms_code N22000416
N22000111,ocms:N22000111,705730,,ocms:N22000111 was minted by the truncated-read run of load-mospi-historical; 705730 is the MoSPI project_code that already carried legacy_ocms_code N22000111
N22000516,ocms:N22000516,705742,,ocms:N22000516 was minted by the truncated-read run of load-mospi-historical; 705742 is the MoSPI project_code that already carried legacy_ocms_code N22000516
N22000601,ocms:N22000601,705763,,ocms:N22000601 was minted by the truncated-read run of load-mospi-historical; 705763 is the MoSPI project_code that already carried legacy_ocms_code N22000601
N22000546,ocms:N22000546,705766,,ocms:N22000546 was minted by the truncated-read run of load-mospi-historical; 705766 is the MoSPI project_code that already carried legacy_ocms_code N22000546
N22000562,ocms:N22000562,705774,,ocms:N22000562 was minted by the truncated-read run of load-mospi-historical; 705774 is the MoSPI project_code that already carried legacy_ocms_code N22000562
N22000564,ocms:N22000564,705777,,ocms:N22000564 was minted by the truncated-read run of load-mospi-historical; 705777 is the MoSPI project_code that already carried legacy_ocms_code N22000564
N22000598,ocms:N22000598,705780,,ocms:N22000598 was minted by the truncated-read run of load-mospi-historical; 705780 is the MoSPI project_code that already carried legacy_ocms_code N22000598
N22000590,ocms:N22000590,705782,,ocms:N22000590 was minted by the truncated-read run of load-mospi-historical; 705782 is the MoSPI project_code that already carried legacy_ocms_code N22000590
N22000584,ocms:N22000584,705783,,ocms:N22000584 was minted by the truncated-read run of load-mospi-historical; 705783 is the MoSPI project_code that already carried legacy_ocms_code N22000584
N22000508,ocms:N22000508,705785,,ocms:N22000508 was minted by the truncated-read run of load-mospi-historical; 705785 is the MoSPI project_code that already carried legacy_ocms_code N22000508
N22000536,ocms:N22000536,705933,,ocms:N22000536 was minted by the truncated-read run of load-mospi-historical; 705933 is the MoSPI project_code that already carried legacy_ocms_code N22000536
N04000083,ocms:N04000083,706724,,ocms:N04000083 was minted by the truncated-read run of load-mospi-historical; 706724 is the MoSPI project_code that already carried legacy_ocms_code N04000083
N22000535,ocms:N22000535,706763,,ocms:N22000535 was minted by the truncated-read run of load-mospi-historical; 706763 is the MoSPI project_code that already carried legacy_ocms_code N22000535
N22000108,ocms:N22000108,706776,,ocms:N22000108 was minted by the truncated-read run of load-mospi-historical; 706776 is the MoSPI project_code that already carried legacy_ocms_code N22000108
N22000092,ocms:N22000092,706779,,ocms:N22000092 was minted by the truncated-read run of load-mospi-historical; 706779 is the MoSPI project_code that already carried legacy_ocms_code N22000092
N22000529,ocms:N22000529,706837,,ocms:N22000529 was minted by the truncated-read run of load-mospi-historical; 706837 is the MoSPI project_code that already carried legacy_ocms_code N22000529
N16000497,ocms:N16000497,709757,,ocms:N16000497 was minted by the truncated-read run of load-mospi-historical; 709757 is the MoSPI project_code that already carried legacy_ocms_code N16000497
N16000498,ocms:N16000498,709758,,ocms:N16000498 was minted by the truncated-read run of load-mospi-historical; 709758 is the MoSPI project_code that already carried legacy_ocms_code N16000498
N16000534,ocms:N16000534,709760,,ocms:N16000534 was minted by the truncated-read run of load-mospi-historical; 709760 is the MoSPI project_code that already carried legacy_ocms_code N16000534
N16000487,ocms:N16000487,709771,,ocms:N16000487 was minted by the truncated-read run of load-mospi-historical; 709771 is the MoSPI project_code that already carried legacy_ocms_code N16000487
N16000453,ocms:N16000453,709777,,ocms:N16000453 was minted by the truncated-read run of load-mospi-historical; 709777 is the MoSPI project_code that already carried legacy_ocms_code N16000453
N16000454,ocms:N16000454,709778,,ocms:N16000454 was minted by the truncated-read run of load-mospi-historical; 709778 is the MoSPI project_code that already carried legacy_ocms_code N16000454
