pc_code,ac_code,state_ut,pc_no,pc_name,ac_no,ac_name,ac_reserved,district_order,spatial_agrees,spatial_pc
29-2,29-11,Karnataka,2,Belgaum,11,Belgaum Uttar,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-12,Karnataka,2,Belgaum,12,Belgaum Dakshin,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-13,Karnataka,2,Belgaum,13,Belgaum Rural,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-16,Karnataka,2,Belgaum,16,Bailhongal,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-17,Karnataka,2,Belgaum,17,Saundatti Yellamma,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-18,Karnataka,2,Belgaum,18,Ramdurg,GEN,Belgaum,true,Karnataka 2-Belgaum
29-3,29-19,Karnataka,3,Bagalkot,19,Mudhol,SC,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-20,Karnataka,3,Bagalkot,20,Terdal,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-21,Karnataka,3,Bagalkot,21,Jamkhandi,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-22,Karnataka,3,Bagalkot,22,Bilgi,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-23,Karnataka,3,Bagalkot,23,Badami,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-24,Karnataka,3,Bagalkot,24,Bagalkot,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-25,Karnataka,3,Bagalkot,25,Hungund,GEN,Bagalkot,true,Karnataka 3-Bagalkot
29-3,29-68,Karnataka,3,Bagalkot,68,Nargund,GEN,Gadag,true,Karnataka 3-Bagalkot
29-4,29-26,Karnataka,4,Bijapur,26,Muddebihal,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-27,Karnataka,4,Bijapur,27,Devar Hippargi,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-28,Karnataka,4,Bijapur,28,Basavana Bagevadi,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-29,Karnataka,4,Bijapur,29,Babaleshwar,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-30,Karnataka,4,Bijapur,30,Bijapur City,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-31,Karnataka,4,Bijapur,31,Nagthan,SC,Bijapur,true,Karnataka 4-Bijapur
29-4,29-32,Karnataka,4,Bijapur,32,Indi,GEN,Bijapur,true,Karnataka 4-Bijapur
29-4,29-33,Karnataka,4,Bijapur,33,Sindgi,GEN,Bijapur,true,Karnataka 4-Bijapur
29-5,29-34,Karnataka,5,Gulbarga,34,Afzalpur,GEN,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-35,Karnataka,5,Gulbarga,35,Jewargi,GEN,Gulbarga,,
29-5,29-39,Karnataka,5,Gulbarga,39,Gurmitkal,GEN,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-40,Karnataka,5,Gulbarga,40,Chittapur,SC,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-41,Karnataka,5,Gulbarga,41,Sedam,GEN,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-43,Karnataka,5,Gulbarga,43,Gulbarga Rural,SC,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-44,Karnataka,5,Gulbarga,44,Gulbarga Dakshin,GEN,Gulbarga,true,Karnataka 5-Gulbarga
29-5,29-45,Karnataka,5,Gulbarga,45,Gulbarga Uttar,GEN,Gulbarga,true,Karnataka 5-Gulbarga
29-6,29-36,Karnataka,6,Raichur,36,Shorapur,ST,Gulbarga,true,Karnataka 6-Raichur
29-6,29-37,Karnataka,6,Raichur,37,Shahapur,GEN,Gulbarga,true,Karnataka 6-Raichur
29-6,29-38,Karnataka,6,Raichur,38,Yadgir,GEN,Gulbarga,true,Karnataka 6-Raichur
29-6,29-53,Karnataka,6,Raichur,53,Raichur Rural,ST,Raichur,true,Karnataka 6-Raichur
29-6,29-54,Karnataka,6,Raichur,54,Raichur,GEN,Raichur,true,Karnataka 6-Raichur
29-6,29-55,Karnataka,6,Raichur,55,Manvi,ST,Raichur,true,Karnataka 6-Raichur
29-6,29-56,Karnataka,6,Raichur,56,Devadurga,ST,Raichur,true,Karnataka 6-Raichur
29-6,29-57,Karnataka,6,Raichur,57,Lingsugur,SC,Raichur,true,Karnataka 6-Raichur
29-7,29-42,Karnataka,7,Bidar,42,Chincholi,SC,Gulbarga,true,Karnataka 7-Bidar
29-7,29-46,Karnataka,7,Bidar,46,Aland,GEN,Gulbarga,true,Karnataka 7-Bidar
29-7,29-47,Karnataka,7,Bidar,47,Basavakalyan,GEN,Bidar,true,Karnataka 7-Bidar
29-7,29-48,Karnataka,7,Bidar,48,Humnabad,GEN,Bidar,,
29-7,29-49,Karnataka,7,Bidar,49,Bidar South,GEN,Bidar,true,Karnataka 7-Bidar
29-7,29-50,Karnataka,7,Bidar,50,Bidar,GEN,Bidar,true,Karnataka 7-Bidar
29-7,29-51,Karnataka,7,Bidar,51,Bhalki,GEN,Bidar,true,Karnataka 7-Bidar
29-7,29-52,Karnataka,7,Bidar,52,Aurad,SC,Bidar,true,Karnataka 7-Bidar
29-8,29-58,Karnataka,8,Koppal,58,Sindhanur,GEN,Raichur,true,Karnataka 8-Koppal
29-8,29-59,Karnataka,8,Koppal,59,Maski,ST,Raichur,true,Karnataka 8-Koppal
29-8,29-60,Karnataka,8,Koppal,60,Kushtagi,GEN,Koppal,true,Karnataka 8-Koppal
29-8,29-61,Karnataka,8,Koppal,61,Kanakagiri,SC,Koppal,true,Karnataka 8-Koppal
29-8,29-62,Karnataka,8,Koppal,62,Gangawati,GEN,Koppal,true,Karnataka 8-Koppal
29-8,29-63,Karnataka,8,Koppal,63,Yelburga,GEN,Koppal,true,Karnataka 8-Koppal
29-8,29-64,Karnataka,8,Koppal,64,Koppal,GEN,Koppal,true,Karnataka 8-Koppal
29-8,29-92,Karnataka,8,Koppal,92,Siruguppa,ST,Bellary,true,Karnataka 8-Koppal
29-9,29-88,Karnataka,9,Bellary,88,Hadagalli,SC,Bellary,true,Karnataka 9-Bellary
29-9,29-89,Karnataka,9,Bellary,89,Hagaribommanahalli,SC,Bellary,true,Karnataka 9-Bellary
29-9,29-90,Karnataka,9,Bellary,90,Vijayanagara,GEN,Bellary,true,Karnataka 9-Bellary
29-9,29-91,Karnataka,9,Bellary,91,Kampli,ST,Bellary,true,Karnataka 9-Bellary
29-9,29-93,Karnataka,9,Bellary,93,Bellary,ST,Bellary,true,Karnataka 9-Bellary
29-9,29-94,Karnataka,9,Bellary,94,Bellary City,GEN,Bellary,true,Karnataka 9-Bellary
29-9,29-95,Karnataka,9,Bellary,95,Sandur,ST,Bellary,true,Karnataka 9-Bellary
29-9,29-96,Karnataka,9,Bellary,96,Kudligi,ST,Bellary,true,Karnataka 9-Bellary
29-10,29-65,Karnataka,10,Haveri,65,Shirahatti,SC,Gadag,true,Karnataka 10-Haveri
29-10,29-66,Karnataka,10,Haveri,66,Gadag,GEN,Gadag,true,Karnataka 10-Haveri
29-10,29-67,Karnataka,10,Haveri,67,Ron,GEN,Gadag,true,Karnataka 10-Haveri
29-10,29-82,Karnataka,10,Haveri,82,Hangal,GEN,Haveri,true,Karnataka 10-Haveri
29-10,29-84,Karnataka,10,Haveri,84,Haveri,SC,Haveri,true,Karnataka 10-Haveri
29-10,29-85,Karnataka,10,Haveri,85,Byadgi,GEN,Haveri,true,Karnataka 10-Haveri
29-10,29-86,Karnataka,10,Haveri,86,Hirekerur,GEN,Haveri,true,Karnataka 10-Haveri
29-10,29-87,Karnataka,10,Haveri,87,Ranibennur,GEN,Haveri,true,Karnataka 10-Haveri
29-11,29-69,Karnataka,11,Dharwad,69,Navalgund,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-70,Karnataka,11,Dharwad,70,Kundgol,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-71,Karnataka,11,Dharwad,71,Dharwad,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-72,Karnataka,11,Dharwad,72,Hubli-Dharwad-East,SC,Dharwad,true,Karnataka 11-Dharwad
29-11,29-73,Karnataka,11,Dharwad,73,Hubli-Dharwad-Central,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-74,Karnataka,11,Dharwad,74,Hubli-Dharwad-West,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-75,Karnataka,11,Dharwad,75,Kalghatgi,GEN,Dharwad,true,Karnataka 11-Dharwad
29-11,29-83,Karnataka,11,Dharwad,83,Shiggaon,GEN,Haveri,true,Karnataka 11-Dharwad
29-12,29-14,Karnataka,12,Uttara Kannada,14,Khanapur,GEN,Belgaum,true,Karnataka 12-Uttara Kannada
29-12,29-15,Karnataka,12,Uttara Kannada,15,Kittur,GEN,Belgaum,true,Karnataka 12-Uttara Kannada
29-12,29-76,Karnataka,12,Uttara Kannada,76,Haliyal,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-12,29-77,Karnataka,12,Uttara Kannada,77,Karwar,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-12,29-78,Karnataka,12,Uttara Kannada,78,Kumta,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-12,29-79,Karnataka,12,Uttara Kannada,79,Bhatkal,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-12,29-80,Karnataka,12,Uttara Kannada,80,Sirsi,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-12,29-81,Karnataka,12,Uttara Kannada,81,Yellapur,GEN,Uttara Kannada,true,Karnataka 12-Uttara Kannada
29-13,29-103,Karnataka,13,Davanagere,103,Jagalur,ST,Davanagere,true,Karnataka 13-Davanagere
29-13,29-104,Karnataka,13,Davanagere,104,Harapanahalli,GEN,Davanagere,true,Karnataka 13-Davanagere
29-13,29-105,Karnataka,13,Davanagere,105,Harihar,GEN,Davanagere,true,Karnataka 13-Davanagere
29-13,29-106,Karnataka,13,Davanagere,106,Davanagere North,GEN,Davanagere,true,Karnataka 13-Davanagere
29-13,29-107,Karnataka,13,Davanagere,107,Davanagere South,GEN,Davanagere,true,Karnataka 13-Davanagere
29-13,29-108,Karnataka,13,Davanagere,108,Mayakonda,SC,Davanagere,true,Karnataka 13-Davanagere
29-13,29-109,Karnataka,13,Davanagere,109,Channagiri,GEN,Davanagere,true,Karnataka 13-Davanagere
29-13,29-110,Karnataka,13,Davanagere,110,Honnali,GEN,Davanagere,true,Karnataka 13-Davanagere
29-14,29-111,Karnataka,14,Shimoga,111,Shimoga Rural,SC,Shimoga,true,Karnataka 14-Shimoga
29-14,29-112,Karnataka,14,Shimoga,112,Bhadravati,GEN,Shimoga,true,Karnataka 14-Shimoga
29-14,29-113,Karnataka,14,Shimoga,113,Shimoga,GEN,Shimoga,true,Karnataka 14-Shimoga
29-14,29-114,Karnataka,14,Shimoga,114,Tirthahalli,GEN,Shimoga,true,Karnataka 14-Shimoga
29-14,29-115,Karnataka,14,Shimoga,115,Shikaripur,GEN,Shimoga,,
29-14,29-116,Karnataka,14,Shimoga,116,Sorab,GEN,Shimoga,true,Karnataka 14-Shimoga
29-14,29-117,Karnataka,14,Shimoga,117,Sagar,GEN,Shimoga,true,Karnataka 14-Shimoga
29-14,29-118,Karnataka,14,Shimoga,118,Byndoor,GEN,Udupi,true,Karnataka 14-Shimoga
29-15,29-119,Karnataka,15,Udupi Chikmagalur,119,Kundapura,GEN,Udupi,true,Karnataka 15-Udupi Chikmagalur
29-15,29-120,Karnataka,15,Udupi Chikmagalur,120,Udupi,GEN,Udupi,true,Karnataka 15-Udupi Chikmagalur
29-15,29-121,Karnataka,15,Udupi Chikmagalur,121,Kapu,GEN,Udupi,true,Karnataka 15-Udupi Chikmagalur
29-15,29-122,Karnataka,15,Udupi Chikmagalur,122,Karkal,GEN,Udupi,true,Karnataka 15-Udupi Chikmagalur
29-15,29-123,Karnataka,15,Udupi Chikmagalur,123,Sringeri,GEN,Chickmagalur,true,Karnataka 15-Udupi Chikmagalur
29-15,29-124,Karnataka,15,Udupi Chikmagalur,124,Mudigere,SC,Chickmagalur,true,Karnataka 15-Udupi Chikmagalur
29-15,29-125,Karnataka,15,Udupi Chikmagalur,125,Chikmagalur,GEN,Chickmagalur,true,Karnataka 15-Udupi Chikmagalur
29-15,29-126,Karnataka,15,Udupi Chikmagalur,126,Tarikere,GEN,Chickmagalur,true,Karnataka 15-Udupi Chikmagalur
29-16,29-127,Karnataka,16,Hassan,127,Kadur,GEN,Chickmagalur,true,Karnataka 16-Hassan
29-16,29-193,Karnataka,16,Hassan,193,Shravanabelagola,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-194,Karnataka,16,Hassan,194,Arsikere,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-195,Karnataka,16,Hassan,195,Belur,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-196,Karnataka,16,Hassan,196,Hassan,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-197,Karnataka,16,Hassan,197,Holenarasipur,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-198,Karnataka,16,Hassan,198,Arkalgud,GEN,Hassan,true,Karnataka 16-Hassan
29-16,29-199,Karnataka,16,Hassan,199,Sakleshpur,SC,Hassan,true,Karnataka 16-Hassan
29-17,29-200,Karnataka,17,Dakshina Kannada,200,Belthangady,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-201,Karnataka,17,Dakshina Kannada,201,Moodabidri,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-202,Karnataka,17,Dakshina Kannada,202,Mangalore City North,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-203,Karnataka,17,Dakshina Kannada,203,Mangalore City South,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-204,Karnataka,17,Dakshina Kannada,204,Mangalore,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-205,Karnataka,17,Dakshina Kannada,205,Bantval,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-206,Karnataka,17,Dakshina Kannada,206,Puttur,GEN,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-17,29-207,Karnataka,17,Dakshina Kannada,207,Sullia,SC,Dakshina Kannada,true,Karnataka 17-Dakshina Kannada
29-18,29-97,Karnataka,18,Chitradurga,97,Molakalmuru,ST,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-98,Karnataka,18,Chitradurga,98,Challakere,ST,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-99,Karnataka,18,Chitradurga,99,Chitradurga,GEN,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-100,Karnataka,18,Chitradurga,100,Hiriyur,GEN,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-101,Karnataka,18,Chitradurga,101,Hosadurga,GEN,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-102,Karnataka,18,Chitradurga,102,Holalkere,SC,Chitradurga,true,Karnataka 18-Chitradurga
29-18,29-136,Karnataka,18,Chitradurga,136,Sira,GEN,Tumkur,true,Karnataka 18-Chitradurga
29-18,29-137,Karnataka,18,Chitradurga,137,Pavagada,SC,Tumkur,true,Karnataka 18-Chitradurga
29-19,29-128,Karnataka,19,Tumkur,128,Chikkanayakanahalli,GEN,Tumkur,,
29-19,29-129,Karnataka,19,Tumkur,129,Tiptur,GEN,Tumkur,true,Karnataka 19-Tumkur
29-19,29-130,Karnataka,19,Tumkur,130,Turuvekere,GEN,Tumkur,true,Karnataka 19-Tumkur
29-19,29-132,Karnataka,19,Tumkur,132,Tumkur City,GEN,Tumkur,true,Karnataka 19-Tumkur
29-19,29-133,Karnataka,19,Tumkur,133,Tumkur Rural,GEN,Tumkur,true,Karnataka 19-Tumkur
29-19,29-134,Karnataka,19,Tumkur,134,Koratagere,SC,Tumkur,true,Karnataka 19-Tumkur
29-19,29-135,Karnataka,19,Tumkur,135,Gubbi,GEN,Tumkur,true,Karnataka 19-Tumkur
29-19,29-138,Karnataka,19,Tumkur,138,Madhugiri,GEN,Tumkur,true,Karnataka 19-Tumkur
29-20,29-186,Karnataka,20,Mandya,186,Malavalli,SC,Mandya,true,Karnataka 20-Mandya
29-20,29-187,Karnataka,20,Mandya,187,Maddur,GEN,Mandya,true,Karnataka 20-Mandya
29-20,29-188,Karnataka,20,Mandya,188,Melukote,GEN,Mandya,true,Karnataka 20-Mandya
29-20,29-189,Karnataka,20,Mandya,189,Mandya,GEN,Mandya,true,Karnataka 20-Mandya
29-20,29-190,Karnataka,20,Mandya,190,Srirangapatna,GEN,Mandya,,
29-20,29-191,Karnataka,20,Mandya,191,Nagamangala,GEN,Mandya,true,Karnataka 20-Mandya
29-20,29-192,Karnataka,20,Mandya,192,Krishnarajpet,GEN,Mandya,true,Karnataka 20-Mandya
29-20,29-211,Karnataka,20,Mandya,211,Krishnarajanagara,GEN,Mysore,true,Karnataka 20-Mandya
29-21,29-208,Karnataka,21,Mysore,208,Madikeri,GEN,Kodagu,true,Karnataka 21-Mysore
29-21,29-209,Karnataka,21,Mysore,209,Virajpet,GEN,Kodagu,true,Karnataka 21-Mysore
29-21,29-210,Karnataka,21,Mysore,210,Piriyapatna,GEN,Mysore,true,Karnataka 21-Mysore
29-21,29-212,Karnataka,21,Mysore,212,Hunsur,GEN,Mysore,true,Karnataka 21-Mysore
29-21,29-215,Karnataka,21,Mysore,215,Chamundeshwari,GEN,Mysore,true,Karnataka 21-Mysore
29-21,29-216,Karnataka,21,Mysore,216,Krishnaraja,GEN,Mysore,true,Karnataka 21-Mysore
29-21,29-217,Karnataka,21,Mysore,217,Chamaraja,GEN,Mysore,true,Karnataka 21-Mysore
29-21,29-218,Karnataka,21,Mysore,218,Narasimharaja,GEN,Mysore,true,Karnataka 21-Mysore
29-22,29-213,Karnataka,22,Chamarajanagar,213,Heggadadevankote,ST,Mysore,true,Karnataka 22-Chamarajanagar
29-22,29-214,Karnataka,22,Chamarajanagar,214,Nanjangud,SC,Mysore,true,Karnataka 22-Chamarajanagar
29-22,29-219,Karnataka,22,Chamarajanagar,219,Varuna,GEN,Mysore,true,Karnataka 22-Chamarajanagar
29-22,29-220,Karnataka,22,Chamarajanagar,220,T.Narasipur,SC,Mysore,true,Karnataka 22-Chamarajanagar
29-22,29-221,Karnataka,22,Chamarajanagar,221,Hanur,GEN,Chamarajanagar,true,Karnataka 22-Chamarajanagar
29-22,29-222,Karnataka,22,Chamarajanagar,222,Kollegal,SC,Chamarajanagar,true,Karnataka 22-Chamarajanagar
29-22,29-223,Karnataka,22,Chamarajanagar,223,Chamarajanagar,GEN,Chamarajanagar,true,Karnataka 22-Chamarajanagar
29-22,29-224,Karnataka,22,Chamarajanagar,224,Gundlupet,GEN,Chamarajanagar,true,Karnataka 22-Chamarajanagar
29-23,29-131,Karnataka,23,Bangalore Rural,131,Kunigal,GEN,Tumkur,true,Karnataka 23-Bangalore Rural
29-23,29-154,Karnataka,23,Bangalore Rural,154,Rajarajeshwarinagar,GEN,Bangalore,true,Karnataka 23-Bangalore Rural
29-23,29-176,Karnataka,23,Bangalore Rural,176,Bangalore South,GEN,Bangalore,true,Karnataka 23-Bangalore Rural
29-23,29-177,Karnataka,23,Bangalore Rural,177,Anekal,SC,Bangalore,true,Karnataka 23-Bangalore Rural
29-23,29-182,Karnataka,23,Bangalore Rural,182,Magadi,GEN,Bangalore Rural,true,Karnataka 23-Bangalore Rural
29-23,29-183,Karnataka,23,Bangalore Rural,183,Ramanagaram,GEN,Bangalore Rural,true,Karnataka 23-Bangalore Rural
29-23,29-184,Karnataka,23,Bangalore Rural,184,Kanakapura,GEN,Bangalore Rural,true,Karnataka 23-Bangalore Rural
29-23,29-185,Karnataka,23,Bangalore Rural,185,Channapatna,GEN,Bangalore Rural,true,Karnataka 23-Bangalore Rural
29-24,29-151,Karnataka,24,Bangalore North,151,K.R.Pura,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-152,Karnataka,24,Bangalore North,152,Byatarayanapura,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-153,Karnataka,24,Bangalore North,153,Yeshvanthapura,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-155,Karnataka,24,Bangalore North,155,Dasarahalli,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-156,Karnataka,24,Bangalore North,156,Mahalakshmi Layout,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-157,Karnataka,24,Bangalore North,157,Malleshwaram,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-158,Karnataka,24,Bangalore North,158,Hebbal,GEN,Bangalore,true,Karnataka 24-Bangalore North
29-24,29-159,Karnataka,24,Bangalore North,159,Pulakeshinagar,SC,Bangalore,true,Karnataka 24-Bangalore North
29-25,29-160,Karnataka,25,Bangalore Central,160,Sarvagnanagar,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-161,Karnataka,25,Bangalore Central,161,C.V. Raman Nagar,SC,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-162,Karnataka,25,Bangalore Central,162,Shivajinagar,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-163,Karnataka,25,Bangalore Central,163,Shanti Nagar,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-164,Karnataka,25,Bangalore Central,164,Gandhi Nagar,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-165,Karnataka,25,Bangalore Central,165,Rajaji Nagar,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-168,Karnataka,25,Bangalore Central,168,Chamrajpet,GEN,Bangalore,true,Karnataka 25-Bangalore Central
29-25,29-174,Karnataka,25,Bangalore Central,174,Mahadevapura,SC,Bangalore,true,Karnataka 25-Bangalore Central
29-26,29-166,Karnataka,26,Bangalore South,166,Govindraj Nagar,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-167,Karnataka,26,Bangalore South,167,Vijay Nagar,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-169,Karnataka,26,Bangalore South,169,Chickpet,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-170,Karnataka,26,Bangalore South,170,Basavanagudi,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-171,Karnataka,26,Bangalore South,171,Padmanaba Nagar,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-172,Karnataka,26,Bangalore South,172,B.T.M. Layout,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-173,Karnataka,26,Bangalore South,173,Jayanagar,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-26,29-175,Karnataka,26,Bangalore South,175,Bommanahalli,GEN,Bangalore,true,Karnataka 26-Bangalore South
29-27,29-139,Karnataka,27,Chikkballapur,139,Gauribidanur,GEN,Kolar,true,Karnataka 27-Chikkballapur
29-27,29-140,Karnataka,27,Chikkballapur,140,Bagepalli,GEN,Kolar,true,Karnataka 27-Chikkballapur
29-27,29-141,Karnataka,27,Chikkballapur,141,Chikkballapur,GEN,Kolar,,
29-27,29-150,Karnataka,27,Chikkballapur,150,Yelahanka,GEN,Bangalore,true,Karnataka 27-Chikkballapur
29-27,29-178,Karnataka,27,Chikkballapur,178,Hosakote,GEN,Bangalore Rural,true,Karnataka 27-Chikkballapur
29-27,29-179,Karnataka,27,Chikkballapur,179,Devanahalli,SC,Bangalore Rural,true,Karnataka 27-Chikkballapur
29-27,29-180,Karnataka,27,Chikkballapur,180,Doddaballapur,GEN,Bangalore Rural,true,Karnataka 27-Chikkballapur
29-27,29-181,Karnataka,27,Chikkballapur,181,Nelamangala,SC,Bangalore Rural,true,Karnataka 27-Chikkballapur
29-28,29-142,Karnataka,28,Kolar,142,Sidlaghatta,GEN,Kolar,true,Karnataka 28-Kolar
29-28,29-143,Karnataka,28,Kolar,143,Chintamani,GEN,Kolar,true,Karnataka 28-Kolar
29-28,29-144,Karnataka,28,Kolar,144,Srinivaspur,GEN,Kolar,true,Karnataka 28-Kolar
29-28,29-145,Karnataka,28,Kolar,145,Mulbagal,SC,Kolar,true,Karnataka 28-Kolar
29-28,29-146,Karnataka,28,Kolar,146,Kolar Gold Field,SC,Kolar,true,Karnataka 28-Kolar
29-28,29-147,Karnataka,28,Kolar,147,Bangarapet,SC,Kolar,true,Karnataka 28-Kolar
29-28,29-148,Karnataka,28,Kolar,148,Kolar,GEN,Kolar,true,Karnataka 28-Kolar
29-28,29-149,Karnataka,28,Kolar,149,Malur,GEN,Kolar,true,Karnataka 28-Kolar
32-1,32-1,Kerala,1,Kasaragod,1,Manjeshwar,GEN,Kasaragod,true,Kerala 1-Kasaragod
32-1,32-2,Kerala,1,Kasaragod,2,Kasaragod,GEN,Kasaragod,true,Kerala 1-Kasaragod
32-1,32-3,Kerala,1,Kasaragod,3,Udma,GEN,Kasaragod,true,Kerala 1-Kasaragod
32-1,32-4,Kerala,1,Kasaragod,4,Kanhangad,GEN,Kasaragod,true,Kerala 1-Kasaragod
32-1,32-5,Kerala,1,Kasaragod,5,Trikaripur,GEN,Kasaragod,true,Kerala 1-Kasaragod
32-1,32-6,Kerala,1,Kasaragod,6,Payyannur,GEN,Kannur,true,Kerala 1-Kasaragod
32-1,32-7,Kerala,1,Kasaragod,7,Kalliasseri,GEN,Kannur,true,Kerala 1-Kasaragod
32-2,32-8,Kerala,2,Kannur,8,Taliparamba,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-9,Kerala,2,Kannur,9,Irikkur,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-10,Kerala,2,Kannur,10,Azhikode,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-11,Kerala,2,Kannur,11,Kannur,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-12,Kerala,2,Kannur,12,Dharmadam,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-15,Kerala,2,Kannur,15,Mattannur,GEN,Kannur,true,Kerala 2-Kannur
32-2,32-16,Kerala,2,Kannur,16,Peravoor,GEN,Kannur,true,Kerala 2-Kannur
32-3,32-13,Kerala,3,Vadakara,13,Thalassery,GEN,Kannur,true,Kerala 3-Vadakara
32-3,32-14,Kerala,3,Vadakara,14,Kuthuparamba,GEN,Kannur,true,Kerala 3-Vadakara
32-3,32-20,Kerala,3,Vadakara,20,Vadakara,GEN,Kozhikode,true,Kerala 3-Vadakara
32-3,32-21,Kerala,3,Vadakara,21,Kuttiadi,GEN,Kozhikode,true,Kerala 3-Vadakara
32-3,32-22,Kerala,3,Vadakara,22,Nadapuram,GEN,Kozhikode,true,Kerala 3-Vadakara
32-3,32-23,Kerala,3,Vadakara,23,Quilandy,GEN,Kozhikode,true,Kerala 3-Vadakara
32-3,32-24,Kerala,3,Vadakara,24,Perambra,GEN,Kozhikode,true,Kerala 3-Vadakara
32-4,32-17,Kerala,4,Wayanad,17,Mananthavady,ST,Wayanad,true,Kerala 4-Wayanad
32-4,32-18,Kerala,4,Wayanad,18,Sulthanbathery,ST,Wayanad,,
32-4,32-19,Kerala,4,Wayanad,19,Kalpetta,GEN,Wayanad,true,Kerala 4-Wayanad
32-4,32-32,Kerala,4,Wayanad,32,Thiruvambadi,GEN,Kozhikode,true,Kerala 4-Wayanad
32-4,32-34,Kerala,4,Wayanad,34,Ernad,GEN,Malappuram,true,Kerala 4-Wayanad
32-4,32-35,Kerala,4,Wayanad,35,Nilambur,GEN,Malappuram,true,Kerala 4-Wayanad
32-4,32-36,Kerala,4,Wayanad,36,Wandoor,SC,Malappuram,true,Kerala 4-Wayanad
