pc_code,ac_code,state_ut,pc_no,pc_name,ac_no,ac_name,ac_reserved,district_order,spatial_agrees,spatial_pc
33-34,33-205,Tamil Nadu,34,Virudhunagar,205,Sivakasi,GEN,Virudhunagar,true,Tamil Nadu 34-Virudhunagar
33-34,33-206,Tamil Nadu,34,Virudhunagar,206,Virudhunagar,GEN,Virudhunagar,true,Tamil Nadu 34-Virudhunagar
33-34,33-207,Tamil Nadu,34,Virudhunagar,207,Aruppukkottai,GEN,Virudhunagar,true,Tamil Nadu 34-Virudhunagar
33-35,33-183,Tamil Nadu,35,Ramanathapuram,183,Aranthangi,GEN,Pudukkottai,true,Tamil Nadu 35-Ramanathapuram
33-35,33-208,Tamil Nadu,35,Ramanathapuram,208,Tiruchuli,GEN,Virudhunagar,true,Tamil Nadu 35-Ramanathapuram
33-35,33-209,Tamil Nadu,35,Ramanathapuram,209,Paramakudi,SC,Ramanathapuram,true,Tamil Nadu 35-Ramanathapuram
33-35,33-210,Tamil Nadu,35,Ramanathapuram,210,Tiruvadanai,GEN,Ramanathapuram,true,Tamil Nadu 35-Ramanathapuram
33-35,33-211,Tamil Nadu,35,Ramanathapuram,211,Ramanathapuram,GEN,Ramanathapuram,true,Tamil Nadu 35-Ramanathapuram
33-35,33-212,Tamil Nadu,35,Ramanathapuram,212,Mudhukulathur,GEN,Ramanathapuram,true,Tamil Nadu 35-Ramanathapuram
33-36,33-213,Tamil Nadu,36,Thoothukkudi,213,Vilathikulam,GEN,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-36,33-214,Tamil Nadu,36,Thoothukkudi,214,Thoothukkudi,GEN,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-36,33-215,Tamil Nadu,36,Thoothukkudi,215,Tiruchendur,GEN,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-36,33-216,Tamil Nadu,36,Thoothukkudi,216,Srivaikuntam,GEN,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-36,33-217,Tamil Nadu,36,Thoothukkudi,217,Ottapidaram,SC,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-36,33-218,Tamil Nadu,36,Thoothukkudi,218,Kovilpatti,GEN,Thoothukkudi,true,Tamil Nadu 36-Thoothukkudi
33-37,33-202,Tamil Nadu,37,Tenkasi,202,Rajapalayam,GEN,Virudhunagar,true,Tamil Nadu 37-Tenkasi
33-37,33-203,Tamil Nadu,37,Tenkasi,203,Srivilliputhur,SC,Virudhunagar,true,Tamil Nadu 37-Tenkasi
33-37,33-219,Tamil Nadu,37,Tenkasi,219,Sankarankovil,SC,Tirunelveli,true,Tamil Nadu 37-Tenkasi
33-37,33-220,Tamil Nadu,37,Tenkasi,220,Vasudevanallur,SC,Tirunelveli,true,Tamil Nadu 37-Tenkasi
33-37,33-221,Tamil Nadu,37,Tenkasi,221,Kadayanallur,GEN,Tirunelveli,true,Tamil Nadu 37-Tenkasi
33-37,33-222,Tamil Nadu,37,Tenkasi,222,Tenkasi,GEN,Tirunelveli,true,Tamil Nadu 37-Tenkasi
33-38,33-223,Tamil Nadu,38,Tirunelveli,223,Alangulam,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-38,33-224,Tamil Nadu,38,Tirunelveli,224,Tirunelveli,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-38,33-225,Tamil Nadu,38,Tirunelveli,225,Ambasamudram,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-38,33-226,Tamil Nadu,38,Tirunelveli,226,Palayamkottai,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-38,33-227,Tamil Nadu,38,Tirunelveli,227,Nanguneri,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-38,33-228,Tamil Nadu,38,Tirunelveli,228,Radhapuram,GEN,Tirunelveli,true,Tamil Nadu 38-Tirunelveli
33-39,33-229,Tamil Nadu,39,Kanniyakumari,229,Kanniyakumari,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
33-39,33-230,Tamil Nadu,39,Kanniyakumari,230,Nagercoil,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
33-39,33-231,Tamil Nadu,39,Kanniyakumari,231,Colachel,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
33-39,33-232,Tamil Nadu,39,Kanniyakumari,232,Padmanabhapuram,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
33-39,33-233,Tamil Nadu,39,Kanniyakumari,233,Vilavancode,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
33-39,33-234,Tamil Nadu,39,Kanniyakumari,234,Killiyoor,GEN,Kanniyakumari,true,Tamil Nadu 39-Kanniyakumari
36-1,36-1,Telangana,1,Adilabad,1,Sirpur,GEN,Adilabad,true,Telangana 1-Adilabad
36-1,36-5,Telangana,1,Adilabad,5,Asifabad,ST,Adilabad,true,Telangana 1-Adilabad
36-1,36-6,Telangana,1,Adilabad,6,Khanapur,ST,Adilabad,true,Telangana 1-Adilabad
36-1,36-7,Telangana,1,Adilabad,7,Adilabad,GEN,Adilabad,true,Telangana 1-Adilabad
36-1,36-8,Telangana,1,Adilabad,8,Boath,ST,Adilabad,true,Telangana 1-Adilabad
36-1,36-9,Telangana,1,Adilabad,9,Nirmal,GEN,Adilabad,true,Telangana 1-Adilabad
36-1,36-10,Telangana,1,Adilabad,10,Mudhole,GEN,Adilabad,true,Telangana 1-Adilabad
36-2,36-2,Telangana,2,Peddapalle,2,Chennur,SC,Adilabad,true,Telangana 2-Peddapalle
36-2,36-3,Telangana,2,Peddapalle,3,Bellampalli,SC,Adilabad,,
36-2,36-4,Telangana,2,Peddapalle,4,Mancherial,GEN,Adilabad,true,Telangana 2-Peddapalle
36-2,36-22,Telangana,2,Peddapalle,22,Dharmapuri,SC,Karimnagar,true,Telangana 2-Peddapalle
36-2,36-23,Telangana,2,Peddapalle,23,Ramagundam,GEN,Karimnagar,true,Telangana 2-Peddapalle
36-2,36-24,Telangana,2,Peddapalle,24,Manthani,GEN,Karimnagar,true,Telangana 2-Peddapalle
36-2,36-25,Telangana,2,Peddapalle,25,Peddapalle,GEN,Karimnagar,true,Telangana 2-Peddapalle
36-3,36-26,Telangana,3,Karimnagar,26,Karimnagar,GEN,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-27,Telangana,3,Karimnagar,27,Choppadandi,SC,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-28,Telangana,3,Karimnagar,28,Vemulawada,GEN,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-29,Telangana,3,Karimnagar,29,Sircilla,GEN,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-30,Telangana,3,Karimnagar,30,Manakondur,SC,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-31,Telangana,3,Karimnagar,31,Huzurabad,GEN,Karimnagar,true,Telangana 3-Karimnagar
36-3,36-32,Telangana,3,Karimnagar,32,Husnabad,GEN,Karimnagar,true,Telangana 3-Karimnagar
36-4,36-11,Telangana,4,Nizamabad,11,Armur,GEN,Nizamabad,true,Telangana 4-Nizamabad
36-4,36-12,Telangana,4,Nizamabad,12,Bodhan,GEN,Nizamabad,true,Telangana 4-Nizamabad
36-4,36-17,Telangana,4,Nizamabad,17,Nizamabad (Urban),GEN,Nizamabad,true,Telangana 4-Nizamabad
36-4,36-18,Telangana,4,Nizamabad,18,Nizamabad (Rural),GEN,Nizamabad,true,Telangana 4-Nizamabad
36-4,36-19,Telangana,4,Nizamabad,19,Balkonda,GEN,Nizamabad,true,Telangana 4-Nizamabad
36-4,36-20,Telangana,4,Nizamabad,20,Koratla,GEN,Karimnagar,true,Telangana 4-Nizamabad
36-4,36-21,Telangana,4,Nizamabad,21,Jagtial,GEN,Karimnagar,true,Telangana 4-Nizamabad
36-5,36-13,Telangana,5,Zahirabad,13,Jukkal,SC,Nizamabad,true,Telangana 5-Zahirabad
36-5,36-14,Telangana,5,Zahirabad,14,Banswada,GEN,Nizamabad,true,Telangana 5-Zahirabad
36-5,36-15,Telangana,5,Zahirabad,15,Yellareddy,GEN,Nizamabad,true,Telangana 5-Zahirabad
36-5,36-16,Telangana,5,Zahirabad,16,Kamareddy,GEN,Nizamabad,true,Telangana 5-Zahirabad
36-5,36-35,Telangana,5,Zahirabad,35,Narayankhed,GEN,Medak,true,Telangana 5-Zahirabad
36-5,36-36,Telangana,5,Zahirabad,36,Andole,SC,Medak,true,Telangana 5-Zahirabad
36-5,36-38,Telangana,5,Zahirabad,38,Zahirabad,SC,Medak,true,Telangana 5-Zahirabad
36-6,36-33,Telangana,6,Medak,33,Siddipet,GEN,Medak,true,Telangana 6-Medak
36-6,36-34,Telangana,6,Medak,34,Medak,GEN,Medak,true,Telangana 6-Medak
36-6,36-37,Telangana,6,Medak,37,Narsapur,GEN,Medak,true,Telangana 6-Medak
36-6,36-39,Telangana,6,Medak,39,Sangareddy,GEN,Medak,true,Telangana 6-Medak
36-6,36-40,Telangana,6,Medak,40,Patancheru,GEN,Medak,true,Telangana 6-Medak
36-6,36-41,Telangana,6,Medak,41,Dubbak,GEN,Medak,true,Telangana 6-Medak
36-6,36-42,Telangana,6,Medak,42,Gajwel,GEN,Medak,true,Telangana 6-Medak
36-7,36-43,Telangana,7,Malkajgiri,43,Medchal,GEN,Rangareddi,true,Telangana 7-Malkajgiri
36-7,36-44,Telangana,7,Malkajgiri,44,Malkajgiri,GEN,Rangareddi,true,Telangana 7-Malkajgiri
36-7,36-45,Telangana,7,Malkajgiri,45,Qutbullapur,GEN,Rangareddi,,
36-7,36-46,Telangana,7,Malkajgiri,46,Kukatpalle,GEN,Rangareddi,true,Telangana 7-Malkajgiri
36-7,36-47,Telangana,7,Malkajgiri,47,Uppal,GEN,Rangareddi,true,Telangana 7-Malkajgiri
36-7,36-49,Telangana,7,Malkajgiri,49,Lal Bahadur Nagar,GEN,Rangareddi,true,Telangana 7-Malkajgiri
36-7,36-71,Telangana,7,Malkajgiri,71,Secunderabad Cantt,SC,Hyderabad,,
36-8,36-57,Telangana,8,Secunderabad,57,Musheerabad,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-59,Telangana,8,Secunderabad,59,Amberpet,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-60,Telangana,8,Secunderabad,60,Khairatabad,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-61,Telangana,8,Secunderabad,61,Jubilee Hills,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-62,Telangana,8,Secunderabad,62,Sanathnagar,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-63,Telangana,8,Secunderabad,63,Nampally,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-8,36-70,Telangana,8,Secunderabad,70,Secunderabad,GEN,Hyderabad,true,Telangana 8-Secunderabad
36-9,36-58,Telangana,9,Hyderabad,58,Malakpet,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-64,Telangana,9,Hyderabad,64,Karwan,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-65,Telangana,9,Hyderabad,65,Goshamahal,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-66,Telangana,9,Hyderabad,66,Charminar,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-67,Telangana,9,Hyderabad,67,Chandrayangutta,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-68,Telangana,9,Hyderabad,68,Yakutpura,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-9,36-69,Telangana,9,Hyderabad,69,Bahadurpura,GEN,Hyderabad,true,Telangana 9-Hyderabad
36-10,36-50,Telangana,10,Chevella,50,Maheswaram,GEN,Rangareddi,true,Telangana 10-Chevella
36-10,36-51,Telangana,10,Chevella,51,Rajendranagar,GEN,Rangareddi,true,Telangana 10-Chevella
36-10,36-52,Telangana,10,Chevella,52,Serilingampally,GEN,Rangareddi,true,Telangana 10-Chevella
36-10,36-53,Telangana,10,Chevella,53,Chevella,SC,Rangareddi,true,Telangana 10-Chevella
36-10,36-54,Telangana,10,Chevella,54,Pargi,GEN,Rangareddi,true,Telangana 10-Chevella
36-10,36-55,Telangana,10,Chevella,55,Vicarabad,SC,Rangareddi,true,Telangana 10-Chevella
36-10,36-56,Telangana,10,Chevella,56,Tandur,GEN,Rangareddi,true,Telangana 10-Chevella
36-11,36-72,Telangana,11,Mahbubnagar,72,Kodangal,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-73,Telangana,11,Mahbubnagar,73,Narayanpet,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-74,Telangana,11,Mahbubnagar,74,Mahbubnagar,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-75,Telangana,11,Mahbubnagar,75,Jadcherla,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-76,Telangana,11,Mahbubnagar,76,Devarkadra,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-77,Telangana,11,Mahbubnagar,77,Makthal,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-11,36-84,Telangana,11,Mahbubnagar,84,Shadnagar,GEN,Mahbubnagar,true,Telangana 11-Mahbubnagar
36-12,36-78,Telangana,12,Nagarkurnool,78,Wanaparthy,GEN,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-79,Telangana,12,Nagarkurnool,79,Gadwal,GEN,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-80,Telangana,12,Nagarkurnool,80,Alampur,SC,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-81,Telangana,12,Nagarkurnool,81,Nagarkurnool,GEN,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-82,Telangana,12,Nagarkurnool,82,Achampet,SC,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-83,Telangana,12,Nagarkurnool,83,Kalwakurthy,GEN,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-12,36-85,Telangana,12,Nagarkurnool,85,Kollapur,GEN,Mahbubnagar,true,Telangana 12-Nagarkurnool
36-13,36-86,Telangana,13,Nalgonda,86,Devarakonda,ST,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-87,Telangana,13,Nalgonda,87,Nagarjuna Sagar,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-88,Telangana,13,Nalgonda,88,Miryalaguda,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-89,Telangana,13,Nalgonda,89,Huzurnagar,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-90,Telangana,13,Nalgonda,90,Kodad,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-91,Telangana,13,Nalgonda,91,Suryapet,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-13,36-92,Telangana,13,Nalgonda,92,Nalgonda,GEN,Nalgonda,true,Telangana 13-Nalgonda
36-14,36-48,Telangana,14,Bhongir,48,Ibrahimpatnam,GEN,Rangareddi,true,Telangana 14-Bhongir
36-14,36-93,Telangana,14,Bhongir,93,Munugode,GEN,Nalgonda,true,Telangana 14-Bhongir
36-14,36-94,Telangana,14,Bhongir,94,Bhongir,GEN,Nalgonda,true,Telangana 14-Bhongir
36-14,36-95,Telangana,14,Bhongir,95,Nakrekal,SC,Nalgonda,true,Telangana 14-Bhongir
36-14,36-96,Telangana,14,Bhongir,96,Thungathurthi,SC,Nalgonda,true,Telangana 14-Bhongir
36-14,36-97,Telangana,14,Bhongir,97,Alair,GEN,Nalgonda,true,Telangana 14-Bhongir
36-14,36-98,Telangana,14,Bhongir,98,Jangaon,GEN,Warangal,,
36-15,36-99,Telangana,15,Warangal,99,Ghanpur (Station),SC,Warangal,true,Telangana 15-Warangal
36-15,36-100,Telangana,15,Warangal,100,Palakurthi,GEN,Warangal,true,Telangana 15-Warangal
36-15,36-104,Telangana,15,Warangal,104,Parkal,GEN,Warangal,true,Telangana 15-Warangal
36-15,36-105,Telangana,15,Warangal,105,Warangal West,GEN,Warangal,true,Telangana 15-Warangal
36-15,36-106,Telangana,15,Warangal,106,Warangal East,GEN,Warangal,true,Telangana 15-Warangal
36-15,36-107,Telangana,15,Warangal,107,Wardhannapet,SC,Warangal,,
36-15,36-108,Telangana,15,Warangal,108,Bhupalpalle,GEN,Warangal,true,Telangana 15-Warangal
36-16,36-101,Telangana,16,Mahabubabad,101,Dornakal,ST,Warangal,true,Telangana 16-Mahabubabad
36-16,36-102,Telangana,16,Mahabubabad,102,Mahabubabad,ST,Warangal,true,Telangana 16-Mahabubabad
36-16,36-103,Telangana,16,Mahabubabad,103,Narsampet,GEN,Warangal,true,Telangana 16-Mahabubabad
36-16,36-109,Telangana,16,Mahabubabad,109,Mulug,ST,Warangal,true,Telangana 16-Mahabubabad
36-16,36-110,Telangana,16,Mahabubabad,110,Pinapaka,ST,Khammam,true,Telangana 16-Mahabubabad
36-16,36-111,Telangana,16,Mahabubabad,111,Yellandu,ST,Khammam,true,Telangana 16-Mahabubabad
36-16,36-119,Telangana,16,Mahabubabad,119,Bhadrachalam,ST,Khammam,true,Telangana 16-Mahabubabad
36-17,36-112,Telangana,17,Khammam,112,Khammam,GEN,Khammam,true,Telangana 17-Khammam
36-17,36-113,Telangana,17,Khammam,113,Palair,GEN,Khammam,true,Telangana 17-Khammam
36-17,36-114,Telangana,17,Khammam,114,Madhira,SC,Khammam,true,Telangana 17-Khammam
36-17,36-115,Telangana,17,Khammam,115,Wyra,ST,Khammam,true,Telangana 17-Khammam
36-17,36-116,Telangana,17,Khammam,116,Sathupalle,SC,Khammam,true,Telangana 17-Khammam
36-17,36-117,Telangana,17,Khammam,117,Kothagudem,GEN,Khammam,true,Telangana 17-Khammam
36-17,36-118,Telangana,17,Khammam,118,Aswaraopeta,ST,Khammam,true,Telangana 17-Khammam
16-1,16-1,Tripura,1,Tripura West,1,Simna,ST,West Tripura,true,Tripura 1-Tripura West
16-1,16-2,Tripura,1,Tripura West,2,Mohanpur,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-3,Tripura,1,Tripura West,3,Bamutia,SC,West Tripura,true,Tripura 1-Tripura West
16-1,16-4,Tripura,1,Tripura West,4,Barjala,SC,West Tripura,true,Tripura 1-Tripura West
16-1,16-5,Tripura,1,Tripura West,5,Khayerpur,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-6,Tripura,1,Tripura West,6,Agartala,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-7,Tripura,1,Tripura West,7,Ramnagar,GEN,West Tripura,false,
16-1,16-8,Tripura,1,Tripura West,8,Town Bordowali,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-9,Tripura,1,Tripura West,9,Banamalipur,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-10,Tripura,1,Tripura West,10,Majlishpur,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-11,Tripura,1,Tripura West,11,Mandaibazar,ST,West Tripura,true,Tripura 1-Tripura West
16-1,16-12,Tripura,1,Tripura West,12,Takarjala,ST,West Tripura,true,Tripura 1-Tripura West
16-1,16-13,Tripura,1,Tripura West,13,Pratapgarh,SC,West Tripura,true,Tripura 1-Tripura West
16-1,16-14,Tripura,1,Tripura West,14,Badharghat,SC,West Tripura,true,Tripura 1-Tripura West
16-1,16-15,Tripura,1,Tripura West,15,Kamalasagar,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-16,Tripura,1,Tripura West,16,Bishalgarh,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-17,Tripura,1,Tripura West,17,Golaghati,ST,West Tripura,true,Tripura 1-Tripura West
16-1,16-18,Tripura,1,Tripura West,18,Suryamaninagar,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-19,Tripura,1,Tripura West,19,Charilam,ST,West Tripura,true,Tripura 1-Tripura West
16-1,16-20,Tripura,1,Tripura West,20,Boxanagar,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-21,Tripura,1,Tripura West,21,Nalchar,SC,West Tripura,true,Tripura 1-Tripura West
16-1,16-22,Tripura,1,Tripura West,22,Sonamura,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-23,Tripura,1,Tripura West,23,Dhanpur,GEN,West Tripura,true,Tripura 1-Tripura West
16-1,16-30,Tripura,1,Tripura West,30,Bagma,ST,South Tripura,true,Tripura 1-Tripura West
16-1,16-31,Tripura,1,Tripura West,31,Radhakishorepur,GEN,South Tripura,true,Tripura 1-Tripura West
16-1,16-32,Tripura,1,Tripura West,32,Matarbari,GEN,South Tripura,true,Tripura 1-Tripura West
16-1,16-33,Tripura,1,Tripura West,33,Kakraban-Salgarh,SC,South Tripura,,
16-1,16-34,Tripura,1,Tripura West,34,Rajnagar,SC,South Tripura,true,Tripura 1-Tripura West
16-1,16-35,Tripura,1,Tripura West,35,Belonia,GEN,South Tripura,true,Tripura 1-Tripura West
16-1,16-36,Tripura,1,Tripura West,36,Santirbazar,GEN,South Tripura,true,Tripura 1-Tripura West
16-2,16-24,Tripura,2,Tripura East,24,Ramchandraghat,ST,West Tripura,true,Tripura 2-Tripura East
16-2,16-25,Tripura,2,Tripura East,25,Khowai,GEN,West Tripura,true,Tripura 2-Tripura East
16-2,16-26,Tripura,2,Tripura East,26,Asharambari,ST,West Tripura,true,Tripura 2-Tripura East
16-2,16-27,Tripura,2,Tripura East,27,Kalyanpur—Pramodenagar,GEN,West Tripura,true,Tripura 2-Tripura East
16-2,16-28,Tripura,2,Tripura East,28,Teliamura,GEN,West Tripura,true,Tripura 2-Tripura East
16-2,16-29,Tripura,2,Tripura East,29,Krishnapur,ST,West Tripura,true,Tripura 2-Tripura East
16-2,16-37,Tripura,2,Tripura East,37,Hrishyamukh,GEN,South Tripura,true,Tripura 2-Tripura East
16-2,16-38,Tripura,2,Tripura East,38,Jolaibari,ST,South Tripura,true,Tripura 2-Tripura East
16-2,16-39,Tripura,2,Tripura East,39,Manu,ST,South Tripura,true,Tripura 2-Tripura East
16-2,16-40,Tripura,2,Tripura East,40,Sabroom,GEN,South Tripura,true,Tripura 2-Tripura East
16-2,16-41,Tripura,2,Tripura East,41,Ampinagar,ST,South Tripura,true,Tripura 2-Tripura East
16-2,16-42,Tripura,2,Tripura East,42,Amarpur,GEN,South Tripura,true,Tripura 2-Tripura East
16-2,16-43,Tripura,2,Tripura East,43,Karbook,ST,South Tripura,true,Tripura 2-Tripura East
16-2,16-44,Tripura,2,Tripura East,44,Raima Valley,ST,Dhalai,true,Tripura 2-Tripura East
16-2,16-45,Tripura,2,Tripura East,45,Kamalpur,GEN,Dhalai,true,Tripura 2-Tripura East
16-2,16-46,Tripura,2,Tripura East,46,Surma,SC,Dhalai,true,Tripura 2-Tripura East
16-2,16-47,Tripura,2,Tripura East,47,Ambassa,ST,Dhalai,true,Tripura 2-Tripura East
16-2,16-48,Tripura,2,Tripura East,48,Karamchhara,ST,Dhalai,true,Tripura 2-Tripura East
16-2,16-49,Tripura,2,Tripura East,49,Chhawmanu,ST,Dhalai,true,Tripura 2-Tripura East
16-2,16-50,Tripura,2,Tripura East,50,Pabiachhara,SC,North Tripura,true,Tripura 2-Tripura East
16-2,16-51,Tripura,2,Tripura East,51,Fatikroy,SC,North Tripura,true,Tripura 2-Tripura East
16-2,16-52,Tripura,2,Tripura East,52,Chandipur,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-53,Tripura,2,Tripura East,53,Kailasahar,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-54,Tripura,2,Tripura East,54,Kadamtala-Kurti,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-55,Tripura,2,Tripura East,55,Bagbassa,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-56,Tripura,2,Tripura East,56,Dharmanagar,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-57,Tripura,2,Tripura East,57,Jubarajnagar,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-58,Tripura,2,Tripura East,58,Panisagar,GEN,North Tripura,true,Tripura 2-Tripura East
16-2,16-59,Tripura,2,Tripura East,59,Penchathal,ST,North Tripura,,
16-2,16-60,Tripura,2,Tripura East,60,Kanchanpur,ST,North Tripura,true,Tripura 2-Tripura East
9-1,9-1,Uttar Pradesh,1,Saharanpur,1,Behat,GEN,Saharanpur,true,Uttar Pradesh 1-Saharanpur
9-1,9-3,Uttar Pradesh,1,Saharanpur,3,Saharanpur Nagar,GEN,Saharanpur,true,Uttar Pradesh 1-Saharanpur
9-1,9-4,Uttar Pradesh,1,Saharanpur,4,Saharanpur,GEN,Saharanpur,true,Uttar Pradesh 1-Saharanpur
9-1,9-5,Uttar Pradesh,1,Saharanpur,5,Deoband,GEN,Saharanpur,true,Uttar Pradesh 1-Saharanpur
9-1,9-6,Uttar Pradesh,1,Saharanpur,6,Rampur Maniharan,SC,Saharanpur,true,Uttar Pradesh 1-Saharanpur
9-2,9-2,Uttar Pradesh,2,Kairana,2,Nakur,GEN,Saharanpur,true,Uttar Pradesh 2-Kairana
9-2,9-7,Uttar Pradesh,2,Kairana,7,Gangoh,GEN,Saharanpur,true,Uttar Pradesh 2-Kairana
9-2,9-8,Uttar Pradesh,2,Kairana,8,Kairana,GEN,Muzaffarnagar,true,Uttar Pradesh 2-Kairana
9-2,9-9,Uttar Pradesh,2,Kairana,9,Thana Bhawan,GEN,Muzaffarnagar,true,Uttar Pradesh 2-Kairana
9-2,9-10,Uttar Pradesh,2,Kairana,10,Shamli,GEN,Muzaffarnagar,true,Uttar Pradesh 2-Kairana
9-3,9-11,Uttar Pradesh,3,Muzaffarnagar,11,Budhana,GEN,Muzaffarnagar,true,Uttar Pradesh 3-Muzaffarnagar
9-3,9-12,Uttar Pradesh,3,Muzaffarnagar,12,Charthawal,GEN,Muzaffarnagar,true,Uttar Pradesh 3-Muzaffarnagar
9-3,9-14,Uttar Pradesh,3,Muzaffarnagar,14,Muzaffar Nagar,GEN,Muzaffarnagar,true,Uttar Pradesh 3-Muzaffarnagar
9-3,9-15,Uttar Pradesh,3,Muzaffarnagar,15,Khatauli,GEN,Muzaffarnagar,true,Uttar Pradesh 3-Muzaffarnagar
9-3,9-44,Uttar Pradesh,3,Muzaffarnagar,44,Sardhana,GEN,Meerut,true,Uttar Pradesh 3-Muzaffarnagar
9-4,9-13,Uttar Pradesh,4,Bijnor,13,Purqazi,SC,Muzaffarnagar,true,Uttar Pradesh 4-Bijnor
9-4,9-16,Uttar Pradesh,4,Bijnor,16,Meerapur,GEN,Muzaffarnagar,true,Uttar Pradesh 4-Bijnor
9-4,9-22,Uttar Pradesh,4,Bijnor,22,Bijnor,GEN,Bijnor,true,Uttar Pradesh 4-Bijnor
9-4,9-23,Uttar Pradesh,4,Bijnor,23,Chandpur,GEN,Bijnor,true,Uttar Pradesh 4-Bijnor
9-4,9-45,Uttar Pradesh,4,Bijnor,45,Hastinapur,SC,Meerut,true,Uttar Pradesh 4-Bijnor
9-5,9-17,Uttar Pradesh,5,Nagina,17,Najibabad,GEN,Bijnor,true,Uttar Pradesh 5-Nagina
9-5,9-18,Uttar Pradesh,5,Nagina,18,Nagina,SC,Bijnor,true,Uttar Pradesh 5-Nagina
9-5,9-20,Uttar Pradesh,5,Nagina,20,Dhampur,GEN,Bijnor,true,Uttar Pradesh 5-Nagina
9-5,9-21,Uttar Pradesh,5,Nagina,21,Nehtaur,SC,Bijnor,true,Uttar Pradesh 5-Nagina
9-5,9-24,Uttar Pradesh,5,Nagina,24,Noorpur,GEN,Bijnor,false,Uttar Pradesh 6-Moradabad
